chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,worker_per_node
256MB,temporal,4.10 GB,hal24,24,128gb,2,anomaly,1.2223906517028809,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,global_mean,0.3647575378417969,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,temporal_mean,0.356067419052124,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,climatology,0.645421028137207,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,anomaly,1.052145004272461,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,global_mean,0.9553482532501221,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,temporal_mean,0.8915822505950928,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,climatology,0.9414999485015869,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,anomaly,2.796225070953369,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,global_mean,1.0689892768859863,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,temporal_mean,1.1085448265075684,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,climatology,1.3021013736724854,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,anomaly,2.915178060531616,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,global_mean,1.2448210716247559,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,temporal_mean,0.9137670993804932,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,climatology,1.405937671661377,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,anomaly,2.9221601486206055,False,8
64MB,spatial,1.02 GB,hal24,24,128gb,2,global_mean,0.15687298774719238,False,8
64MB,spatial,1.02 GB,hal24,24,128gb,2,temporal_mean,0.16562223434448242,False,8
64MB,spatial,1.02 GB,hal24,24,128gb,2,climatology,0.26723527908325195,False,8
64MB,spatial,1.02 GB,hal24,24,128gb,2,anomaly,0.6858282089233398,False,8
64MB,temporal,1.02 GB,hal24,24,128gb,2,global_mean,0.18796181678771973,False,8
64MB,temporal,1.02 GB,hal24,24,128gb,2,temporal_mean,0.14520812034606934,False,8
64MB,temporal,1.02 GB,hal24,24,128gb,2,climatology,0.2756471633911133,False,8
64MB,temporal,1.02 GB,hal24,24,128gb,2,anomaly,0.503795862197876,False,8
64MB,auto,1.02 GB,hal24,24,128gb,2,global_mean,0.18250465393066406,False,8
64MB,auto,1.02 GB,hal24,24,128gb,2,temporal_mean,0.15958857536315918,False,8
64MB,auto,1.02 GB,hal24,24,128gb,2,climatology,0.2564547061920166,False,8
64MB,auto,1.02 GB,hal24,24,128gb,2,anomaly,0.40938735008239746,False,8
128MB,spatial,2.05 GB,hal24,24,128gb,2,global_mean,0.2532329559326172,False,8
128MB,spatial,2.05 GB,hal24,24,128gb,2,temporal_mean,0.37392306327819824,False,8
128MB,spatial,2.05 GB,hal24,24,128gb,2,climatology,0.35571742057800293,False,8
128MB,spatial,2.05 GB,hal24,24,128gb,2,anomaly,1.091630220413208,False,8
128MB,temporal,2.05 GB,hal24,24,128gb,2,global_mean,0.39212965965270996,False,8
128MB,temporal,2.05 GB,hal24,24,128gb,2,temporal_mean,0.25502562522888184,False,8
128MB,temporal,2.05 GB,hal24,24,128gb,2,climatology,0.4215390682220459,False,8
128MB,temporal,2.05 GB,hal24,24,128gb,2,anomaly,0.7365696430206299,False,8
128MB,auto,2.05 GB,hal24,24,128gb,2,global_mean,0.19107651710510254,False,8
128MB,auto,2.05 GB,hal24,24,128gb,2,temporal_mean,0.19148540496826172,False,8
128MB,auto,2.05 GB,hal24,24,128gb,2,climatology,0.39233946800231934,False,8
128MB,auto,2.05 GB,hal24,24,128gb,2,anomaly,0.7897062301635742,False,8
256MB,spatial,4.10 GB,hal24,24,128gb,2,global_mean,0.5129258632659912,False,8
256MB,spatial,4.10 GB,hal24,24,128gb,2,temporal_mean,0.5087718963623047,False,8
256MB,spatial,4.10 GB,hal24,24,128gb,2,climatology,0.5538973808288574,False,8
256MB,spatial,4.10 GB,hal24,24,128gb,2,anomaly,1.2342853546142578,False,8
256MB,temporal,4.10 GB,hal24,24,128gb,2,global_mean,0.7329647541046143,False,8
256MB,temporal,4.10 GB,hal24,24,128gb,2,temporal_mean,0.4362003803253174,False,8
256MB,temporal,4.10 GB,hal24,24,128gb,2,climatology,0.6212520599365234,False,8
256MB,temporal,4.10 GB,hal24,24,128gb,2,anomaly,1.2223906517028809,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,global_mean,0.3647575378417969,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,temporal_mean,0.356067419052124,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,climatology,0.645421028137207,False,8
256MB,auto,4.10 GB,hal24,24,128gb,2,anomaly,1.052145004272461,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,global_mean,0.9553482532501221,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,temporal_mean,0.8915822505950928,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,climatology,0.9414999485015869,False,8
512MB,spatial,8.19 GB,hal24,24,128gb,2,anomaly,2.796225070953369,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,global_mean,1.0689892768859863,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,temporal_mean,1.1085448265075684,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,climatology,1.3021013736724854,False,8
512MB,temporal,8.19 GB,hal24,24,128gb,2,anomaly,2.915178060531616,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,global_mean,1.2448210716247559,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,temporal_mean,0.9137670993804932,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,climatology,1.405937671661377,False,8
512MB,auto,8.19 GB,hal24,24,128gb,2,anomaly,2.9221601486206055,False,8
1024MB,spatial,16.38 GB,hal24,24,128gb,2,global_mean,1.790759801864624,False,8
1024MB,spatial,16.38 GB,hal24,24,128gb,2,temporal_mean,1.7927005290985107,False,8
1024MB,spatial,16.38 GB,hal24,24,128gb,2,climatology,1.8144166469573975,False,8
1024MB,spatial,16.38 GB,hal24,24,128gb,2,anomaly,6.055421590805054,False,8
1024MB,temporal,16.38 GB,hal24,24,128gb,2,global_mean,1.9793527126312256,False,8
1024MB,temporal,16.38 GB,hal24,24,128gb,2,temporal_mean,2.1562681198120117,False,8
1024MB,temporal,16.38 GB,hal24,24,128gb,2,climatology,1.4680464267730713,False,8
1024MB,temporal,16.38 GB,hal24,24,128gb,2,anomaly,6.364005088806152,False,8
1024MB,auto,16.38 GB,hal24,24,128gb,2,global_mean,1.7876973152160645,False,8
1024MB,auto,16.38 GB,hal24,24,128gb,2,temporal_mean,1.7506096363067627,False,8
1024MB,auto,16.38 GB,hal24,24,128gb,2,climatology,1.4292232990264893,False,8
1024MB,auto,16.38 GB,hal24,24,128gb,2,anomaly,3.6723790168762207,False,8
